1470,0.009601
1471,0.0095309
1472,0.0095999
1473,0.0095932
1474,0.009259
1475,0.0091455
1476,0.0095605
1477,0.0099465
1478,0.010835
1479,0.01229
1480,0.01244
1481,0.013186
1482,0.013944
1483,0.015754
1484,0.016533
1485,0.016874
1486,0.016851
1487,0.016146
1488,0.016667
1489,0.016145
1490,0.0156
1491,0.016255
1492,0.01646
1493,0.016989
1494,0.017835
1495,0.017344
1496,0.01873
1497,0.020061
1498,0.022863
1499,0.02359
1500,0.024636
1501,0.024178
1502,0.024382
1503,0.023507
1504,0.022778
1505,0.023434
1506,0.021157
1507,0.023359
1508,0.023231
1509,0.025355
1510,0.024193
1511,0.025568
1512,0.025986
1513,0.028837
1514,0.027511
1515,0.028657
1516,0.030137
1517,0.026718
1518,0.026528
1519,0.026866
1520,0.026879
1521,0.028945
1522,0.029182
1523,0.030459
1524,0.02999
1525,0.031936
1526,0.030327
1527,0.032684
1528,0.032208
1529,0.030756
1530,0.02997
1531,0.028592
1532,0.029171
1533,0.027961
1534,0.027408
1535,0.026793
1536,0.025516
1537,0.026946
1538,0.02522
1539,0.025384
1540,0.024394
1541,0.021725
1542,0.020824
1543,0.019548
1544,0.019808
1545,0.018114
1546,0.019237
1547,0.018055
1548,0.017977
1549,0.018468
1550,0.018411
1551,0.016759
1552,0.01545
1553,0.016507
1554,0.014385
1555,0.014825
1556,0.014221
1557,0.013709
1558,0.012151
1559,0.013019
1560,0.011277
1561,0.010979
1562,0.0096627
1563,0.0099921
1564,0.010415
1565,0.010644
1566,0.0092712
1567,0.0087549
1568,0.0082064
1569,0.0069934
1570,0.007194
1571,0.0067464
1572,0.006495
1573,0.0055672
1574,0.0048875
1575,0.0048739
1576,0.0042192
1577,0.004181
1578,0.0036642
1579,0.0036036
1580,0.0031012
