1470,0.0065288
1471,0.0068164
1472,0.0071313
1473,0.0074718
1474,0.0086595
1475,0.0083618
1476,0.009078
1477,0.009394
1478,0.0088477
1479,0.0096483
1480,0.0092678
1481,0.0097586
1482,0.01048
1483,0.010419
1484,0.010612
1485,0.010487
1486,0.010862
1487,0.011673
1488,0.011722
1489,0.012322
1490,0.01257
1491,0.012954
1492,0.013493
1493,0.013719
1494,0.013972
1495,0.014769
1496,0.014585
1497,0.015004
1498,0.015191
1499,0.015449
1500,0.014986
1501,0.015209
1502,0.014433
1503,0.01509
1504,0.015985
1505,0.016116
1506,0.016937
1507,0.016771
1508,0.01687
1509,0.017444
1510,0.018445
1511,0.017239
1512,0.017967
1513,0.017351
1514,0.016521
1515,0.017039
1516,0.0167
1517,0.016457
1518,0.016793
1519,0.01796
1520,0.016589
1521,0.016802
1522,0.017288
1523,0.017395
1524,0.018241
1525,0.018226
1526,0.017978
1527,0.016971
1528,0.017108
1529,0.016981
1530,0.016783
1531,0.017222
1532,0.016874
1533,0.016751
1534,0.015225
1535,0.015152
1536,0.015119
1537,0.015255
1538,0.015007
1539,0.013932
1540,0.01329
1541,0.012544
1542,0.011592
1543,0.011132
1544,0.010763
1545,0.010329
1546,0.0093424
1547,0.0092332
1548,0.0085246
1549,0.0079902
1550,0.0074297
1551,0.0069119
1552,0.0069029
1553,0.0060969
1554,0.00588
1555,0.0057328
1556,0.005656
1557,0.0050345
1558,0.0046333
1559,0.0042756
1560,0.0038974
1561,0.0035844
1562,0.0030804
1563,0.0029876
1564,0.0028553
1565,0.002786
1566,0.002638
1567,0.0025461
1568,0.0024091
1569,0.002171
1570,0.0018552
1571,0.0017265
1572,0.0015447
1573,0.0014742
1574,0.0012959
1575,0.001248
1576,0.0012117
1577,0.0010719
1578,0.0010256
1579,0.00094839
1580,0.00083927
