1470,0.015436
1471,0.015087
1472,0.015499
1473,0.015859
1474,0.016264
1475,0.016965
1476,0.017987
1477,0.019166
1478,0.020316
1479,0.021341
1480,0.021932
1481,0.022473
1482,0.023557
1483,0.024907
1484,0.025917
1485,0.027025
1486,0.028635
1487,0.03051
1488,0.03247
1489,0.03386
1490,0.03648
1491,0.03971
1492,0.04109
1493,0.04311
1494,0.04505
1495,0.04611
1496,0.04589
1497,0.04572
1498,0.04575
1499,0.04478
1500,0.04379
1501,0.04228
1502,0.04013
1503,0.03917
1504,0.03995
1505,0.04112
1506,0.04273
1507,0.04437
1508,0.04707
1509,0.0511
1510,0.05527
1511,0.05904
1512,0.06199
1513,0.06319
1514,0.06436
1515,0.06702
1516,0.06634
1517,0.06311
1518,0.06233
1519,0.05909
1520,0.05417
1521,0.05289
1522,0.05332
1523,0.04838
1524,0.04603
1525,0.04693
1526,0.04076
1527,0.03663
1528,0.03949
1529,0.04141
1530,0.04025
1531,0.04057
1532,0.04054
1533,0.03886
1534,0.03907
1535,0.04179
1536,0.04375
1537,0.04423
1538,0.04336
1539,0.04157
1540,0.04199
1541,0.04362
1542,0.04363
1543,0.04448
1544,0.04474
1545,0.04455
1546,0.04411
1547,0.0448
1548,0.04509
1549,0.04424
1550,0.04408
1551,0.04228
1552,0.04094
1553,0.04105
1554,0.03923
1555,0.03484
1556,0.03207
1557,0.03039
1558,0.02746
1559,0.024857
1560,0.023891
1561,0.021963
1562,0.018222
1563,0.015246
1564,0.013518
1565,0.012645
1566,0.012062
1567,0.011963
1568,0.011606
1569,0.010525
1570,0.00928
1571,0.008973
1572,0.009281
1573,0.009438
1574,0.009131
1575,0.008502
1576,0.007645
1577,0.006781
1578,0.006346
1579,0.006215
1580,0.005891
