1470,0.018501
1471,0.010237
1472,0.011847
1473,0.025462
1474,0.020886
1475,0.0099447
1476,0.015931
1477,0.027699
1478,0.022595
1479,0.015291
1480,0.022297
1481,0.034921
1482,0.030053
1483,0.020822
1484,0.034451
1485,0.045451
1486,0.034808
1487,0.027729
1488,0.0436
1489,0.062547
1490,0.052555
1491,0.042273
1492,0.044605
1493,0.063808
1494,0.077668
1495,0.063648
1496,0.05169
1497,0.056205
1498,0.07336
1499,0.087272
1500,0.08839
1501,0.070563
1502,0.075777
1503,0.087623
1504,0.10774
1505,0.11395
1506,0.10634
1507,0.096619
1508,0.10768
1509,0.12127
1510,0.1474
1511,0.14936
1512,0.14707
1513,0.13066
1514,0.14004
1515,0.14323
1516,0.15492
1517,0.15389
1518,0.1672
1519,0.15855
1520,0.14927
1521,0.13766
1522,0.14074
1523,0.1405
1524,0.15031
1525,0.16061
1526,0.16062
1527,0.14677
1528,0.14114
1529,0.13896
1530,0.13766
1531,0.12853
1532,0.13228
1533,0.1248
1534,0.13124
1535,0.12757
1536,0.12409
1537,0.12459
1538,0.12695
1539,0.11979
1540,0.11022
1541,0.099062
1542,0.08682
1543,0.072079
1544,0.067379
1545,0.058793
1546,0.046831
1547,0.043378
1548,0.039448
1549,0.033149
1550,0.031995
1551,0.026114
1552,0.027908
1553,0.022316
1554,0.018272
1555,0.017817
1556,0.017293
1557,0.014978
1558,0.013534
1559,0.013822
1560,0.011131
1561,0.011082
1562,0.011431
1563,0.010866
1564,0.0095969
1565,0.010425
1566,0.0098092
1567,0.0091547
1568,0.0090454
1569,0.0088377
1570,0.007141
1571,0.0069904
1572,0.0055048
1573,0.0045408
1574,0.0036159
1575,0.0033134
1576,0.0025342
1577,0.002112
1578,0.0022588
1579,0.0020565
1580,0.001825
