1510,0.16301
1511,0.15097
1512,0.16374
1513,0.16023
1514,0.16276
1515,0.1651
1516,0.15695
1517,0.15387
1518,0.15271
1519,0.15282
1520,0.15479
1521,0.16239
1522,0.16497
1523,0.16951
1524,0.16618
1525,0.16284
1526,0.16017
1527,0.15546
1528,0.15736
1529,0.15453
1530,0.16399
1531,0.16681
1532,0.16598
1533,0.16616
1534,0.16418
1535,0.16416
1536,0.15679
1537,0.15548
1538,0.15847
1539,0.15488
1540,0.1583
1541,0.15752
1542,0.15842
1543,0.15745
1544,0.15665
1545,0.15435
1546,0.15517
1547,0.15575
1548,0.15604
1549,0.16069
1550,0.15966
1551,0.16818
1552,0.16368
1553,0.1701
1554,0.16428
1555,0.16712
1556,0.16352
1557,0.16347
1558,0.16424
1559,0.16455
1560,0.16509
1561,0.16286
1562,0.1644
1563,0.15988
1564,0.15686
1565,0.15551
1566,0.15314
1567,0.15556
1568,0.1536
1569,0.15624
1570,0.16095
1571,0.16203
1572,0.16183
1573,0.16171
1574,0.1621
1575,0.16192
1576,0.16316
1577,0.16631
1578,0.16518
1579,0.1692
1580,0.16778
1581,0.16668
1582,0.16272
1583,0.15807
1584,0.15597
1585,0.1515
1586,0.15303
1587,0.15309
1588,0.15755
1589,0.15543
1590,0.158
1591,0.15128
1592,0.15494
1593,0.15426
1594,0.15646
1595,0.16087
1596,0.1577
1597,0.15659
1598,0.15394
1599,0.15187
1600,0.15067
